epoch,train_loss,train_supervised,train_consistency,train_cos,train_amp,train_grad,train_emd,val_clean_loss,val_clean_fidelity,val_noisy_loss,val_noisy_cos,val_noisy_amp,val_noisy_grad,val_noisy_emd,val_noisy_fidelity,val_single_clean_loss,val_single_clean_peak_mae_pm,val_single_clean_accuracy_5bin,val_single_noisy_loss,val_single_noisy_fidelity,val_single_noisy_peak_mae_pm,val_single_noisy_peak_rmse_pm,val_single_noisy_accuracy_1bin,val_single_noisy_accuracy_2bin,val_single_noisy_accuracy_5bin,val_sparse_noisy_loss,val_sparse_noisy_fidelity,val_doublet_noisy_loss,val_doublet_noisy_fidelity,val_continuous_noisy_loss,val_continuous_noisy_fidelity,ideal_scan_mae_pm,ideal_scan_accuracy_5bin,ideal_scan_catastrophic_over_1nm,selection_score,learning_rate,epoch_seconds
11,0.4157688004612923,0.41380604449391367,0.00981378058009781,0.21387801537036896,0.09763600787344388,0.0021442565464181826,0.01776635134408949,0.38947365584317595,0.7814154024235904,0.4194615693995729,0.21933209290727973,0.09787658182028736,0.0022085962049231966,0.01662181332358159,0.7806679070927203,0.2855338887311518,2.5195311463903636,1.0,0.2872847239486873,0.714146863669157,2.675781157449819,5.846339516420905,0.984375,0.99609375,1.0,0.3310500211082399,0.7146485485136509,0.3135615140199661,0.6921491697430611,0.783902183175087,0.9965408574789762,8.63022829527627,0.9983336110648225,3,0.7106525433482602,0.001,112.78354039999999
12,0.4024641034138203,0.40039672587394715,0.010336888436349109,0.20437257876396178,0.09576013250410557,0.002066563502443023,0.017188902996723772,0.3655140736955218,0.7950519900768995,0.39523643552092835,0.2067435118369758,0.09205235991021254,0.0020277336014942193,0.016741720547599925,0.7932564881630242,0.25095363380387425,9.453124795982148,0.99609375,0.2514171660877764,0.7497441042214632,9.374999819556251,156.12870226494934,0.984375,0.98828125,0.99609375,0.3203866211697459,0.7270400486886501,0.3279924690723419,0.677919602021575,0.7529676724225283,0.9969213176518679,8.63022829527627,0.9983336110648225,3,0.6583723516087048,0.001,114.09438399999999
13,0.39175265374541285,0.3895926678752899,0.010799929727725685,0.19702196736335753,0.09410133115700446,0.0020077477859635835,0.016669054139757063,0.3387691732204985,0.806262185331434,0.37661351857241243,0.1954577942378819,0.08823996448114713,0.001933276441121734,0.01792987027923232,0.8045422057621181,0.22436032048426569,13.789061846182449,0.99609375,0.22386599564924836,0.7780551370233297,119.687498852727,1774.7800268282062,0.984375,0.990234375,0.994140625,0.30975044425576925,0.7360905669629574,0.3395895240828395,0.66643519513309,0.694762609899044,0.9972353875637054,8.63022829527627,0.9983336110648225,3,0.6102451392216608,0.001,114.69984290000002
14,0.37952230198144915,0.3772362851166725,0.011430084934448824,0.1886744831466675,0.0921673225288,0.0019430276179593056,0.016131416682808195,0.33420109667349607,0.8064687284640968,0.372077008796623,0.19482373865321279,0.08631860604910457,0.0018734803554707469,0.017714838700754854,0.8051762613467872,0.20336236339062452,45.625002014276106,0.998046875,0.2034299240913242,0.7977102603763342,45.60547032451723,987.3102044824334,0.9921875,0.99609375,0.998046875,0.3118702652864158,0.735094590112567,0.34241853980347514,0.6640538945794106,0.6689288960769773,0.997390964999795,8.63022829527627,0.9983336110648225,3,0.5794131828879472,0.001,114.38508350000006
15,0.3692283064651489,0.36686335143089294,0.011824774992018939,0.1808528935956955,0.0909525615388155,0.0018890692601306364,0.015665711077260783,0.32870411771000363,0.8136886819265783,0.3676458089321386,0.1899624872021377,0.08673066654091599,0.0018815915854020204,0.01613531851350558,0.8100375127978623,0.2077543679624796,20.058594822330633,0.998046875,0.21107693924568594,0.7899537179619074,20.078125617146725,414.56774528177345,0.994140625,0.99609375,0.998046875,0.2906942837871611,0.7521216198801994,0.3141772272065282,0.6915673157200217,0.6798623157665133,0.9974720124155283,29.113481086459107,0.9976670554907515,13,0.5826289981778245,0.001,114.39120739999998
16,0.36001742258787156,0.35745100328445434,0.012832096656234936,0.17410757584095002,0.08965657990726177,0.0018421673103841021,0.015384204089294654,0.3153170590521768,0.8196664350107312,0.352271860698238,0.1815208848565817,0.08329719249798018,0.001803700987807133,0.015904889889071683,0.8184791151434183,0.20968592073768377,2.988281070429366,0.998046875,0.2142282745335251,0.7866820245981216,3.085937336436473,29.12124253002293,0.9921875,0.99609375,0.998046875,0.28247183095663786,0.7599079348146915,0.30410658940672874,0.7012947481125593,0.6672576870769262,0.9975569751113653,29.113481086459107,0.9976670554907515,13,0.5704063852317631,0.001,113.51259679999998
17,0.3503529409599304,0.3476700956070423,0.0134142268143408,0.16707531843662263,0.0883385717385495,0.0017809407541411928,0.014958158928458578,0.3100751581660006,0.8294263281859457,0.3462606432149187,0.1723216907121241,0.08490705417534627,0.0017464130925191057,0.015800811107368418,0.8276783092878759,0.16816239175386727,4.257812437572284,0.998046875,0.17038161540403962,0.8304062839597464,4.296874936699169,66.42664976393421,0.994140625,0.99609375,0.998046875,0.2848621429875493,0.7584451381117105,0.32294478127732873,0.6829021442681551,0.6712846253067255,0.9976119548082352,29.113481086459107,0.9976670554907515,13,0.5205485086189583,0.001,113.93928470000014
18,0.34130174233973026,0.33855516912460326,0.013732865889212116,0.1595015662384033,0.08762961949896998,0.0017401822229707613,0.01448138275680365,0.3286415975308046,0.830676447134465,0.3592171612253878,0.170757872518152,0.09235936349591611,0.0017513238428250588,0.014261717777728222,0.829242127481848,0.17136850906535983,2.148437466530595,0.99609375,0.1729371955152601,0.8280927240848541,2.187499947467586,21.231609714315503,0.9921875,0.99609375,0.99609375,0.2731837979517877,0.7682087887078524,0.31375004071742296,0.6918166801333427,0.7401049081236124,0.9972583223134279,29.113481086459107,0.9976670554907515,13,0.5360606067406479,0.001,113.66821969999978
19,0.33349299390614034,0.3306367847496271,0.014281045927423984,0.15391215942382813,0.08650573939217254,0.0016927331680746283,0.014175492906004656,0.29061008944700006,0.8393739084713161,0.3302585969795473,0.16260025883093476,0.0819119757956912,0.0016538018127505438,0.014676034227079526,0.8373997411690652,0.15381645411252975,1.26953120707185,1.0,0.15693486901000142,0.8437053486704826,1.3867187044525053,4.261931694798844,0.99609375,0.998046875,1.0,0.2738116104155779,0.7684234417974949,0.287206060718745,0.7179645784199238,0.6586904739961028,0.9977722261101007,29.113481086459107,0.9976670554907515,13,0.4891465909895487,0.001,115.10403359999964
20,0.32568895235061646,0.32273621567487715,0.014763683849638328,0.14758723974227905,0.08575682445466519,0.0016536454649851659,0.01387984973905317,0.2906257253307558,0.8465627739205956,0.3326439698521426,0.15526136383414268,0.08666640730444541,0.0016399287219073244,0.015543197933403974,0.8447386361658573,0.15210882108658552,1.3281249557621777,1.0,0.1530998005764559,0.8476760499179363,1.3476562016876414,4.215855362786828,0.99609375,0.998046875,1.0,0.2638109535910189,0.7786406800150871,0.27564311819151044,0.7293120138347149,0.6590454606339335,0.9977533351629972,1.5247458756859986,0.9995000833194467,1,0.4876968954285985,0.001,113.45672580000019
21,0.3178610527765751,0.31486661356806755,0.014972196273896843,0.14102581451892854,0.08514264120246284,0.001615270383496536,0.013575957773626142,0.2801067179243546,0.8485650797374547,0.31874612905085087,0.15349771594628692,0.08085064736451386,0.0016429510083639798,0.013531295881179517,0.8465022840537131,0.150748799322173,1.8945311567222234,0.998046875,0.15172938560135663,0.8489056564867496,1.8945311567222234,18.108828063157535,0.994140625,0.99609375,0.998046875,0.2640884746797383,0.7749586757272482,0.26870744954794645,0.7360842358320951,0.6320653045549989,0.9978619776666164,1.5247458756859986,0.9995000833194467,1,0.4743817646522075,0.001,114.9633789999998
22,0.31018618501067163,0.30718241093575954,0.01501886998238042,0.13517799526691437,0.08428339686419815,0.0015829272843943909,0.01311731680353987,0.28243031540296215,0.8631998049095273,0.31731707810968146,0.13850811123847961,0.08759409261143514,0.0015460450870286024,0.013864701163228688,0.8614918887615204,0.10628109006211162,0.7812499788997229,1.0,0.10773243790026754,0.8928153347223997,0.8984374762803782,3.6443448219561145,0.99609375,0.998046875,1.0,0.25865561747923493,0.7811024002730846,0.294394722674042,0.7109556794166565,0.6833273358643055,0.9976645149290562,1.5247458756859986,0.9995000833194467,1,0.427002641009949,0.001,113.56355099999973
23,0.30372042386472226,0.30068341013371946,0.015185068376688286,0.1299183247089386,0.08370263828430324,0.001553105429781135,0.012817993858766277,0.29252285063193995,0.8557660793885589,0.32237036964215804,0.14477341249585152,0.0869385256852766,0.001511679914784736,0.014274947418087436,0.8552265875041485,0.09045730880461633,3.3593749030842446,0.998046875,0.09329059818992391,0.9075395036488771,3.4374999013380148,62.37174260559504,0.99609375,0.998046875,0.998046875,0.2519634887576103,0.7887716107070446,0.28643891448155046,0.7187044192105532,0.68357970751822,0.997659545391798,1.5247458756859986,0.9995000833194467,1,0.41761409283208195,0.001,114.55913240000018
24,0.2983270172959566,0.2952420013177395,0.015425080192713067,0.12540978395938873,0.0832685262047872,0.0015235325064440258,0.01257124715563841,0.26850952042877907,0.8717089486308396,0.3009465816778629,0.1296532596461475,0.08377909619630408,0.0014879357545538596,0.014345335577374385,0.8703467403538525,0.09419993971823715,1.6796874297142494,0.998046875,0.09793721183086745,0.9029896408319473,1.7578124061401468,23.584951107233618,0.99609375,0.998046875,0.998046875,0.24701456725597382,0.7921922691166401,0.27544159488752484,0.7295030001550913,0.6532281283289194,0.9977764878422022,1.5247458756859986,0.9995000833194467,1,0.4008369185087304,0.001,113.82379829999991
25,0.29252830845743416,0.28943487735152246,0.015467155311284586,0.12118115306377411,0.08250986025972291,0.0014922017486870755,0.012339134043670201,0.2834530788102453,0.8526229127310216,0.31864061541205047,0.15158617170527577,0.08166534341140075,0.0014825689989006463,0.014302011966544459,0.8484138282947242,0.08152225816593273,2.441406177240424,0.998046875,0.08797594968928024,0.9137813597917557,3.2617187025607564,44.72791028984358,0.994140625,0.99609375,0.99609375,0.24918710440397263,0.7898764796555042,0.3175442195497453,0.6881117094308138,0.649909844622016,0.9978623166680336,11.069821696373868,0.9971671388101983,10,0.4105228151013307,0.001,115.3658019000004
26,0.2874332598859072,0.2843925004827976,0.015203796939100138,0.1169409736251831,0.08213985784516205,0.0014673119539231993,0.01210031985503796,0.24880303378085955,0.8735282504931092,0.2912875441770666,0.12992068519815803,0.07890708894645115,0.0014464867197219178,0.013632128484545092,0.870079314801842,0.07552308699814603,0.5078124850115273,1.0,0.07951386750210077,0.9208627417683601,0.60546873282874,2.538761963783923,0.998046875,1.0,1.0,0.23919696640223265,0.7991188913583755,0.27753457985818386,0.7274490799754858,0.609990406781435,0.9981135632842779,11.069821696373868,0.9971671388101983,10,0.37080141167916736,0.001,114.00766520000025
27,0.2824065720880032,0.27933411843568084,0.015362268019216136,0.11321998571872711,0.08148344230530784,0.0014423683430231176,0.012012044616664061,0.23483261940464217,0.878880959469825,0.2769641657177999,0.12207996053621173,0.07556494625756471,0.0014154485872381883,0.014451065069529534,0.8779200394637883,0.08693356835283339,0.7031249842839316,1.0,0.08997276582522318,0.9108841195702553,0.7031249842839316,2.724311800085658,0.998046875,1.0,1.0,0.24380277330055833,0.7963027004152536,0.24779240461066365,0.7569880522787571,0.5953435115516186,0.9981549456715584,11.069821696373868,0.9971671388101983,10,0.3669369315430231,0.001,112.88363119999985
28,0.27720705756545067,0.2742182668560743,0.014943953503770754,0.10873735769748688,0.08122006696709898,0.001418016956751235,0.011595894556055428,0.26269746854865816,0.8773013651371002,0.29753185245846764,0.12566958600655198,0.08410807747770697,0.0013791286502487878,0.01403279802571376,0.874330413993448,0.06288678132114,0.5859374869032763,1.0,0.06643744968459941,0.9341260902583599,0.5664062373398338,2.538761969381476,0.99609375,1.0,1.0,0.23717475309967995,0.8011960200965405,0.2577878125011921,0.7468844000250101,0.6578411050140858,0.9978784210979939,11.069821696373868,0.9971671388101983,10,0.36396930214306705,0.001,113.61371439999994
29,0.2730239453905821,0.2699708122345805,0.015265665985434317,0.10555067879199982,0.08069730032037478,0.0013899840122519526,0.01154613763877278,0.2530359973533223,0.8788434877060354,0.2906257310573892,0.12401093123480678,0.08141709756455917,0.0013646823568720379,0.014576551224120493,0.8759890687651932,0.06474395375698805,2.4414061226707418,0.998046875,0.0678289459028747,0.9328957125544548,6.152343630674295,93.13653556336214,0.9921875,0.99609375,0.99609375,0.23777537932619452,0.8019328992813826,0.2924114363268018,0.7132347077131271,0.6315707853063941,0.9980353359133005,11.069821696373868,0.9971671388101983,10,0.3623609269602639,0.001,113.12069849999989
30,0.26797623006999494,0.2649571293106675,0.015095504025211558,0.1017850252342224,0.08009704449608922,0.0013664919467351864,0.011365464404252706,0.24481815232502413,0.886139890179038,0.28356644000086817,0.11568105360493064,0.08215386763134802,0.0013523393477470336,0.013769666201053354,0.8843189463950694,0.07780792494304478,0.4882812390860636,1.0,0.08288895688019693,0.9178616181015968,79.0624982000736,1777.0492649665769,0.99609375,0.998046875,0.998046875,0.23148521315306425,0.8058223873376846,0.22413997957482934,0.7799365073442459,0.6473528426140547,0.9979710429906845,10.109981669712518,0.9996667222129645,2,0.3684085218810651,0.001,113.92345650000016
31,0.26266193255096676,0.2596387313190103,0.015116006380985491,0.0979765236711502,0.07937424440586008,0.0013383202329021878,0.011119547421517781,0.21752830841069226,0.8958042035810649,0.2610336318011832,0.10714803962036967,0.07515965422844673,0.0013210780734027594,0.013736702255322086,0.8928519603796303,0.08385361492400989,0.683593734720489,1.0,0.08364403835730627,0.9167507123202085,3.6132810710114427,68.98680345590533,0.99609375,0.998046875,0.998046875,0.23422814439982176,0.803704435005784,0.22149055963382125,0.782523849979043,0.5905228015035391,0.9981989320367575,10.109981669712518,0.9996667222129645,2,0.3466307951584895,0.001,115.0660227000003
32,0.2594859743207693,0.25644315674722196,0.015214087747950108,0.0951349113559723,0.07921880286848172,0.001314786181343952,0.01095664398858673,0.2471406448877153,0.8897119942121208,0.2833812850947055,0.11349101038649678,0.08322396914532026,0.0013093687821048583,0.013245600078832354,0.8865089896135032,0.05012942646135343,0.33203124257852323,1.0,0.05536699990625493,0.9449046459048986,0.42968749039573595,2.165063482114044,0.998046875,1.0,1.0,0.23010309878736734,0.8075410816818476,0.2316679754294455,0.7725981827825308,0.6593596562743187,0.9979960042983294,10.109981669712518,0.9996667222129645,2,0.33874828500096044,0.001,114.33492010000009
33,0.2545075107499957,0.25153882866978644,0.014843410900356247,0.09093459424972535,0.0788894034727756,0.0012981415788258892,0.010782453214724083,0.21826944433132667,0.895260835532099,0.2592130263983563,0.10689861280843616,0.07447927334643367,0.0012922591150967833,0.01290655746792524,0.8931013871915638,0.058834320756432135,0.42968749039573595,1.0,0.0632712654696661,0.9370550774037838,0.5273437382129487,2.37992905656475,0.998046875,1.0,1.0,0.22868317691609263,0.8081257157027721,0.2218705816194415,0.7822602540254593,0.5838614627718925,0.9982776511460543,10.109981669712518,0.9996667222129645,2,0.3224842918680224,0.001,113.16100030000007
34,0.2502988126605749,0.24731628483265639,0.014912639635265805,0.08773943357467652,0.07839737464201636,0.001277722711787792,0.01061731846742332,0.2481357423980809,0.8765835859812796,0.2887484215974113,0.12760175997391343,0.07840614049444443,0.0012206405699410235,0.016849266554299518,0.8723982400260866,0.04362955219972904,4.960937287250999,0.998046875,0.047413395017201765,0.9536097794771194,4.960937287250999,104.31884369137451,0.994140625,0.998046875,0.998046875,0.23654219787567854,0.8031200915575027,0.31076804595068097,0.6947321482002735,0.5971416225656867,0.9982126411050558,10.109981669712518,0.9996667222129645,2,0.3381149416146131,0.001,114.4397197000003
35,0.2468224635463953,0.2438518090456724,0.014853272911896928,0.08539546540260315,0.07786761704981793,0.0012527737398003228,0.010383329484347488,0.21466769238658046,0.9047176260501146,0.2516614553019565,0.09708889480680227,0.07550768397152652,0.0012296339036419468,0.013736913460986377,0.9029111051931977,0.04510588699577056,0.3515624921419658,1.0,0.05097076295351144,0.9495314601808786,0.4492187399591785,2.2963965924766447,0.99609375,1.0,1.0,0.2259336612187326,0.8116657044738531,0.20719652972184122,0.7967568971216679,0.5823455294594169,0.9982959441840649,0.2899516747206161,1.0,0,0.30263221825546793,0.001,113.58360529999982
36,0.24256461437612772,0.2395979863652587,0.014833140108836814,0.081870526638031,0.07751312040999997,0.0012369155762181618,0.010310109376491745,0.21370284749280438,0.9067686968483031,0.25695566035268236,0.0973798856139183,0.07808809877442249,0.0012158133539063032,0.013111984726601689,0.9026201143860817,0.04059155503819056,0.3515624921419658,1.0,0.03910133257478278,0.9612511750310659,0.35156248850398697,2.0728904643615285,0.99609375,1.0,1.0,0.2240248774178326,0.8136099968105555,0.2150068252813071,0.7891068123281002,0.608853624202311,0.9981882199645042,0.2899516747206161,1.0,0,0.2960569929274651,0.001,114.59103419999974
37,0.23899826199755073,0.23602808697655797,0.014850875225858763,0.07901410717010499,0.07715580941056832,0.0012191310978948604,0.010321791201988817,0.21708471889805386,0.903316258918494,0.25526898085792205,0.09911874402314425,0.07633924118752661,0.0012038555495754721,0.013405483035651977,0.9008812559768558,0.04872871850852789,0.46874998952262104,1.0,0.05273045131616527,0.947548408061266,0.4882812390860636,2.2963966048533,0.998046875,1.0,1.0,0.22587947826832533,0.8110838141292334,0.21622468531131744,0.7879727631807327,0.5981474630534649,0.998235821723938,0.2899516747206161,1.0,0,0.3079994321740873,0.001,114.14945379999972
38,0.23596009522169828,0.23298078014224768,0.014896575482962653,0.07633452237129211,0.07700050195626448,0.0011990255377138965,0.01010140511476784,0.21665948862822287,0.9019592138938606,0.2583601017402485,0.10224704071879387,0.0763244340516282,0.0011819174335541709,0.013384007779772158,0.8977529592812061,0.02976169361227221,0.23437499476131052,1.0,0.03212425263700425,0.9681406561285257,0.23437499476131052,1.6535945356378368,0.998046875,1.0,1.0,0.22399076167494059,0.8128539808094501,0.24092895817011595,0.7635887693613768,0.5872751669958234,0.9983014166355133,0.2899516747206161,1.0,0,0.29048435437725273,0.001,112.37720869999976
39,0.233466933375746,0.23050430544361472,0.014813139057955704,0.07474548444747925,0.07657012133058161,0.0011846602441754658,0.010000449454377522,0.21197118710074392,0.9097004598006606,0.2509375180108222,0.09270262531936169,0.07737325008861795,0.0011683372196793496,0.01348623922693093,0.9072973746806383,0.039122254446738225,0.3515624921419658,1.0,0.042097648736671545,0.9581030514091253,0.3710937417054083,2.025231442671631,0.998046875,1.0,1.0,0.2222313927486539,0.8147502336651087,0.19723531673662364,0.8065584488213062,0.6130515038967133,0.9982330817729235,0.2899516747206161,1.0,0,0.29303516674749375,0.001,114.07772109999951
40,0.22931082633823158,0.22635175602942706,0.014795351432189345,0.07145334517478943,0.0761566680734465,0.001167676158763934,0.009873228879691451,0.20069577063267374,0.9086290034465492,0.24273814503578706,0.09417625889182091,0.0727519650510855,0.0012127287006347132,0.011746734878737897,0.9058237411081791,0.05147617112379521,0.42968749039573595,1.0,0.051277547630888876,0.9489608239382505,0.4101562408322934,2.209708650434795,0.99609375,1.0,1.0,0.2177151432260871,0.8165747132152319,0.17884681886062026,0.8247298765927553,0.5908753201365471,0.9983232468366623,0.42659556740504445,0.9998333611064822,0,0.29401569266667593,0.001,114.30029959999956
41,0.22722692695334554,0.22427839322969317,0.014742668811483308,0.0698051190328598,0.07595934703965206,0.001155316477724118,0.009756193709245709,0.21363920467490516,0.9038867554627359,0.2500459019910295,0.09655426815152168,0.075040674690805,0.0011627195222381204,0.013176043180594732,0.9034457318484783,0.06096102803712711,0.4882812390860636,1.0,0.06230480755039025,0.9379619974642992,0.5078124886495061,2.3385358311187034,0.998046875,1.0,1.0,0.21916036866605282,0.8168870378285646,0.18527872255071998,0.8184391297399998,0.6063738847151399,0.9983062651008368,0.42659556740504445,0.9998333611064822,0,0.31235070954141975,0.001,115.4486137999993
42,0.22342097989216447,0.22049031057864427,0.014653347018398344,0.0668281197977066,0.0755682963647251,0.0011407805960124825,0.009646080324156791,0.1974132288414694,0.9080949225462973,0.24537745259021904,0.09493499621748924,0.07353134796573713,0.0011494627965582538,0.01305925050991874,0.9050650037825108,0.03630889972919249,0.23437499476131052,1.0,0.038791214046796085,0.9616263750940561,0.29296874345163815,1.9263793405301226,0.99609375,1.0,1.0,0.22047052858397365,0.8168440777808428,0.18671944714151323,0.8170289751142263,0.5648158807307482,0.9984233491122723,0.42659556740504445,0.9998333611064822,0,0.2841686666370151,0.001,114.26505419999921
43,0.22128504583388567,0.21832166153207422,0.01481692167204339,0.06546787652492524,0.07517794676491292,0.0011261847232229775,0.009541091439695738,0.19461761932517777,0.916782810818404,0.23491872034953595,0.08634986821562052,0.07264235865085869,0.0011296124234832824,0.012684690013172007,0.9136501317843795,0.02570512945749215,0.15624999650754035,1.0,0.028321437133172367,0.9723861999809742,90.07812261188519,2034.2582734309835,0.99609375,0.998046875,0.998046875,0.21464357199147344,0.8203468415886164,0.20062106102705002,0.8032799493521452,0.5798982558771968,0.9984042514115572,0.42659556740504445,0.9998333611064822,0,0.26519328248270835,0.001,113.93314420000024
