source_image,true_wavelength_nm_from_filename,peak_wavelength_nm,network_peak_error_nm,ideal_decoder_peak_nm,ideal_decoder_peak_error_nm,matched_filter_peak_nm,matched_filter_peak_error_nm,true_column_centered_cosine,matched_best_score,matched_second_peak_nm,matched_second_score,matched_score_margin,diagnostic_label,raw_min,raw_max,raw_mean,saturation_value,saturated_pixel_fraction,corrected_min,corrected_max,corrected_mean,negative_fraction_before_optional_clip,physics_cosine_fidelity,physics_gain_fitted_nrmse,physics_fitted_gain
D:\mt\python\fiber_spectrometer\experiment3\neural_network\1520-1580\test\01.png,,1557.83,,,,1543.75,,nan,0.8487101900371323,1527.83,0.8479263534724618,0.0007838365646705148,unknown_missing_true_wavelength_or_W_eff,51.0,255.0,113.75909423828125,255.0,0.0002105712890625,50.5,255.0,113.4322509765625,0.0,0.9989497411147829,0.04581937064941699,0.0013393806440878428
