wavelength_nm,relative_intensity
1532.68,0.95018435
1532.69,0.9502324
1532.7,0.9507508
1532.71,0.95491326
1532.72,0.9520415
1532.73,0.95189464
1532.74,0.950591
1532.75,0.9474318
1532.76,0.94136834
1532.77,0.94933987
1532.78,0.95070565
1532.79,0.9509268
1532.8,0.9520526
1532.81,0.9514713
1532.82,0.950856
1532.83,0.95085955
1532.84,0.9505107
1532.85,0.9485877
1532.86,0.94916123
1532.87,0.9502731
1532.88,0.95289797
1532.89,0.95254713
1532.9,0.9534382
1532.91,0.9471446
1532.92,0.9481556
1532.93,0.94581074
1532.94,0.94820607
1532.95,0.94804966
1532.96,0.9496442
1532.97,0.94386494
1532.98,0.94557893
1532.99,0.9464433
1533.0,0.9454651
1533.01,0.9445077
1533.02,0.9489635
1533.03,0.94662267
1533.04,0.94694823
1533.05,0.9443889
1533.06,0.9484057
1533.07,0.94832754
1533.08,0.94715333
1533.09,0.9477565
1533.1,0.94553405
1533.11,0.9444038
1533.12,0.9451015
1533.13,0.9460684
1533.14,0.9459544
1533.15,0.9441809
1533.16,0.94611686
1533.17,0.9456734
1533.18,0.9442713
1533.19,0.94296384
1533.2,0.9407749
1533.21,0.9447466
1533.22,0.94586486
1533.23,0.94748354
1533.24,0.9484622
1533.25,0.9482819
1533.26,0.9466354
1533.27,0.9447797
1533.28,0.94325227
1533.29,0.9413199
1533.3,0.9360463
1533.31,0.9393426
1533.32,0.9369253
1533.33,0.93805784
1533.34,0.9427369
1533.35,0.9406216
1533.36,0.93888986
1533.37,0.9389309
1533.38,0.93747616
1533.39,0.9379895
1533.4,0.9393253
1533.41,0.934138
1533.42,0.93464774
1533.43,0.9333274
1533.44,0.9336601
1533.45,0.9359289
1533.46,0.9369736
1533.47,0.9327039
1533.48,0.9305322
1533.49,0.9319775
1533.5,0.93149865
1533.51,0.9335436
1533.52,0.929514
1533.53,0.9290739
1533.54,0.92429096
1533.55,0.93167776
1533.56,0.92601204
1533.57,0.92540354
1533.58,0.92376804
1533.59,0.92236346
1533.6,0.91893834
1533.61,0.9168562
1533.62,0.9218526
1533.63,0.92049575
1533.64,0.92245364
1533.65,0.9244685
1533.66,0.9223493
1533.67,0.923595
1533.68,0.92177707
1533.69,0.92027456
1533.7,0.9200971
1533.71,0.918055
1533.72,0.91731244
1533.73,0.9173158
1533.74,0.91869354
1533.75,0.9193968
1533.76,0.91626835
1533.77,0.9155164
1533.78,0.91615295
1533.79,0.9133957
1533.8,0.91597056
1533.81,0.9153852
1533.82,0.91444206
1533.83,0.90786207
1533.84,0.90823245
1533.85,0.90841794
1533.86,0.90686595
1533.87,0.9073462
1533.88,0.90440553
1533.89,0.9055032
1533.9,0.9052643
1533.91,0.90380627
1533.92,0.90021247
1533.93,0.90106106
1533.94,0.8984376
1533.95,0.90110683
1533.96,0.89646566
1533.97,0.89756924
1533.98,0.8994232
1533.99,0.89828616
1534.0,0.8963048
1534.01,0.8934018
1534.02,0.9025729
1534.03,0.89304054
1534.04,0.8933336
1534.05,0.89353466
1534.06,0.8914137
1534.07,0.8889817
1534.08,0.8878538
1534.09,0.88752604
1534.1,0.88676775
1534.11,0.8868445
1534.12,0.88596475
1534.13,0.8869021
1534.14,0.8817442
1534.15,0.88510084
1534.16,0.8815667
1534.17,0.879269
1534.18,0.8818945
1534.19,0.8793515
1534.2,0.8777028
1534.21,0.8784174
1534.22,0.87448573
1534.23,0.8726626
1534.24,0.87529373
1534.25,0.87208307
1534.26,0.8724709
1534.27,0.8710101
1534.28,0.8694409
1534.29,0.8736103
1534.3,0.8695293
1534.31,0.8663948
1534.32,0.8670601
1534.33,0.8627713
1534.34,0.8616756
1534.35,0.8628185
1534.36,0.86248547
1534.37,0.855751
1534.38,0.8582839
1534.39,0.8599081
1534.4,0.85878485
1534.41,0.8582684
1534.42,0.85738766
1534.43,0.8548687
1534.44,0.8579232
1534.45,0.85710686
1534.46,0.85340726
1534.47,0.8537154
1534.48,0.85225874
1534.49,0.8521475
1534.5,0.8496233
1534.51,0.8497941
1534.52,0.84899694
1534.53,0.8454656
1534.54,0.8437934
1534.55,0.8409153
1534.56,0.83687854
1534.57,0.8322942
1534.58,0.83435935
1534.59,0.8322206
1534.6,0.8328091
1534.61,0.83178645
1534.62,0.8287221
1534.63,0.8262705
1534.64,0.82762045
1534.65,0.8282341
1534.66,0.82964617
1534.67,0.82907856
1534.68,0.82163745
1534.69,0.8198094
1534.7,0.82352
1534.71,0.8243465
1534.72,0.82220256
1534.73,0.8226486
1534.74,0.8198592
1534.75,0.82079065
1534.76,0.8203719
1534.77,0.822423
1534.78,0.8177448
1534.79,0.8168525
1534.8,0.81426764
1534.81,0.81013376
1534.82,0.8070848
1534.83,0.80888116
1534.84,0.806398
1534.85,0.8053836
1534.86,0.8049125
1534.87,0.8063725
1534.88,0.80598676
1534.89,0.8027893
1534.9,0.80031157
1534.91,0.79298323
1534.92,0.79568744
1534.93,0.7935431
1534.94,0.79591584
1534.95,0.7971042
1534.96,0.79810554
1534.97,0.7937155
1534.98,0.7907858
1534.99,0.78572774
1535.0,0.7863638
1535.01,0.7844262
1535.02,0.78367406
1535.03,0.7797936
1535.04,0.7822736
1535.05,0.78330517
1535.06,0.7801148
1535.07,0.7799018
1535.08,0.7812229
1535.09,0.77713305
1535.1,0.77304614
1535.11,0.7704948
1535.12,0.77088565
1535.13,0.7738754
1535.14,0.77298695
1535.15,0.7696651
1535.16,0.7700719
1535.17,0.7659019
1535.18,0.7651026
1535.19,0.7615254
1535.2,0.7635838
1535.21,0.7588472
1535.22,0.7589261
1535.23,0.7609155
1535.24,0.75684774
1535.25,0.7546623
1535.26,0.7498515
1535.27,0.7505641
1535.28,0.7482222
1535.29,0.745481
1535.3,0.742603
1535.31,0.7443093
1535.32,0.73986965
1535.33,0.741527
1535.34,0.7411148
1535.35,0.73713315
1535.36,0.73544425
1535.37,0.73699737
1535.38,0.73044825
1535.39,0.72912306
1535.4,0.73011434
1535.41,0.7271477
1535.42,0.72965777
1535.43,0.72712183
1535.44,0.72611195
1535.45,0.7276506
1535.46,0.7287598
1535.47,0.7272605
1535.48,0.7241818
1535.49,0.7235603
1535.5,0.7206482
1535.51,0.71955955
1535.52,0.7155574
1535.53,0.7122541
1535.54,0.71521956
1535.55,0.7155545
1535.56,0.7133011
1535.57,0.7100458
1535.58,0.70963216
1535.59,0.70918
1535.6,0.71059483
1535.61,0.7057892
1535.62,0.70566416
1535.63,0.7025076
1535.64,0.70205134
1535.65,0.69769084
1535.66,0.7011947
1535.67,0.69788194
1535.68,0.69238687
1535.69,0.6900239
1535.7,0.69138706
1535.71,0.69024265
1535.72,0.6894593
1535.73,0.68719715
1535.74,0.68639153
1535.75,0.683094
1535.76,0.682859
1535.77,0.68188936
1535.78,0.6809357
1535.79,0.6801805
1535.8,0.67927265
1535.81,0.67448336
1535.82,0.67564607
1535.83,0.67682165
1535.84,0.67677134
1535.85,0.67503345
1535.86,0.6682017
1535.87,0.66532123
1535.88,0.6651761
1535.89,0.6662257
1535.9,0.66619766
1535.91,0.66714466
1535.92,0.65971106
1535.93,0.66278255
1535.94,0.65611136
1535.95,0.6569564
1535.96,0.6602389
1535.97,0.6539702
1535.98,0.6550461
1535.99,0.65335447
1536.0,0.64667344
1536.01,0.64755416
1536.02,0.64745873
1536.03,0.64524233
1536.04,0.6429063
1536.05,0.6451046
1536.06,0.6385051
1536.07,0.64210516
1536.08,0.64066374
1536.09,0.63910884
1536.1,0.63994145
1536.11,0.6402628
1536.12,0.6344417
1536.13,0.63526076
1536.14,0.6370155
1536.15,0.63566476
1536.16,0.62870276
1536.17,0.6270299
1536.18,0.6287755
1536.19,0.62896425
1536.2,0.62573195
1536.21,0.62379533
1536.22,0.6192539
1536.23,0.6203791
1536.24,0.62016535
1536.25,0.61719745
1536.26,0.6162135
1536.27,0.620674
1536.28,0.61596
1536.29,0.61525816
1536.3,0.61391705
1536.31,0.610301
1536.32,0.6083286
1536.33,0.60854757
1536.34,0.6058893
1536.35,0.6042275
1536.36,0.6012297
1536.37,0.5995462
1536.38,0.5984726
1536.39,0.5987757
1536.4,0.5961872
1536.41,0.5979755
1536.42,0.5930342
1536.43,0.596768
1536.44,0.5924632
1536.45,0.5953319
1536.46,0.59289664
1536.47,0.5929723
1536.48,0.59073
1536.49,0.5886745
1536.5,0.5858035
1536.51,0.5879858
1536.52,0.58537006
1536.53,0.5838626
1536.54,0.5845658
1536.55,0.5762557
1536.56,0.5767528
1536.57,0.5752619
1536.58,0.5783385
1536.59,0.575671
1536.6,0.5736252
1536.61,0.57483923
1536.62,0.57052815
1536.63,0.56667143
1536.64,0.57047665
1536.65,0.56748605
1536.66,0.5668963
1536.67,0.5665861
1536.68,0.56530154
1536.69,0.56319356
1536.7,0.56315225
1536.71,0.56214577
1536.72,0.55682564
1536.73,0.560486
1536.74,0.56045103
1536.75,0.558578
1536.76,0.55423754
1536.77,0.55096155
1536.78,0.55056304
1536.79,0.55200654
1536.8,0.5535606
1536.81,0.5530922
1536.82,0.547683
1536.83,0.5447115
1536.84,0.54191595
1536.85,0.5457596
1536.86,0.5424904
1536.87,0.5408146
1536.88,0.5399472
1536.89,0.5379379
1536.9,0.53832126
1536.91,0.5372592
1536.92,0.53416777
1536.93,0.5276592
1536.94,0.5297549
1536.95,0.527499
1536.96,0.5279153
1536.97,0.526802
1536.98,0.52885145
1536.99,0.52709407
1537.0,0.52577144
1537.01,0.52265406
1537.02,0.5205977
1537.03,0.5197056
1537.04,0.5210425
1537.05,0.5175214
1537.06,0.5188795
1537.07,0.519559
1537.08,0.5173415
1537.09,0.5153232
1537.1,0.5186018
1537.11,0.5165631
1537.12,0.5187484
1537.13,0.51417774
1537.14,0.51144475
1537.15,0.5118076
1537.16,0.5111132
1537.17,0.50899416
1537.18,0.5090858
1537.19,0.5078868
1537.2,0.50531536
1537.21,0.50540465
1537.22,0.5065279
1537.23,0.50372183
1537.24,0.49916834
1537.25,0.49851403
1537.26,0.49966535
1537.27,0.4994518
1537.28,0.4988059
1537.29,0.49464688
1537.3,0.49472174
1537.31,0.49424654
1537.32,0.4894082
1537.33,0.48788512
1537.34,0.49214688
1537.35,0.4876484
1537.36,0.48999873
1537.37,0.4888558
1537.38,0.48842865
1537.39,0.48628557
1537.4,0.48520127
1537.41,0.48703584
1537.42,0.48569292
1537.43,0.48410222
1537.44,0.48269758
1537.45,0.48042288
1537.46,0.4795819
1537.47,0.47679588
1537.48,0.47679153
1537.49,0.47592705
1537.5,0.47740632
1537.51,0.4783944
1537.52,0.47801107
1537.53,0.47354525
1537.54,0.47294256
1537.55,0.4729562
1537.56,0.467053
1537.57,0.46734875
1537.58,0.46867752
1537.59,0.46799007
1537.6,0.4674389
1537.61,0.46612176
1537.62,0.4651323
1537.63,0.46487877
1537.64,0.4665689
1537.65,0.46283177
1537.66,0.46371794
1537.67,0.461835
1537.68,0.4612848
1537.69,0.45792854
1537.7,0.45988387
1537.71,0.46020687
1537.72,0.46027425
1537.73,0.4601382
1537.74,0.45517763
1537.75,0.45593297
1537.76,0.4566027
1537.77,0.45220214
1537.78,0.4521562
1537.79,0.45233262
1537.8,0.45011914
1537.81,0.44969124
1537.82,0.4479047
1537.83,0.44977418
1537.84,0.44943342
1537.85,0.4480877
1537.86,0.45006368
1537.87,0.44698435
1537.88,0.4461857
1537.89,0.44660056
1537.9,0.44622767
1537.91,0.44492358
1537.92,0.4420061
1537.93,0.4430535
1537.94,0.4445349
1537.95,0.4399745
1537.96,0.43797126
1537.97,0.43700525
1537.98,0.43702954
1537.99,0.4343894
1538.0,0.43719682
1538.01,0.43361613
1538.02,0.43567598
1538.03,0.43685207
1538.04,0.43507528
1538.05,0.43081662
1538.06,0.43502933
1538.07,0.43225017
1538.08,0.4296147
1538.09,0.42795983
1538.1,0.42712638
1538.11,0.42803687
1538.12,0.4296956
1538.13,0.43175176
1538.14,0.431065
1538.15,0.42632964
1538.16,0.42825142
1538.17,0.42906344
1538.18,0.4280183
1538.19,0.42979524
1538.2,0.4265216
1538.21,0.42566687
1538.22,0.42236835
1538.23,0.41959253
1538.24,0.42497095
1538.25,0.42706951
1538.26,0.42104253
1538.27,0.4243334
1538.28,0.42345574
1538.29,0.41959164
1538.3,0.4175494
1538.31,0.41333425
1538.32,0.4120607
1538.33,0.4120525
1538.34,0.41103232
1538.35,0.41063866
1538.36,0.41274744
1538.37,0.41230237
1538.38,0.4127786
1538.39,0.41212082
1538.4,0.4133674
1538.41,0.41143605
1538.42,0.4124375
1538.43,0.4145559
1538.44,0.40849212
1538.45,0.40771618
1538.46,0.4071905
1538.47,0.40531465
1538.48,0.40234405
1538.49,0.4025574
1538.5,0.4044106
1538.51,0.40019974
1538.52,0.3993352
1538.53,0.3992736
1538.54,0.39985216
1538.55,0.40204677
1538.56,0.40130952
1538.57,0.40345937
1538.58,0.40055597
1538.59,0.40073276
1538.6,0.3966949
1538.61,0.40240902
1538.62,0.3974102
1538.63,0.39659932
1538.64,0.39459324
1538.65,0.39924812
1538.66,0.39922225
1538.67,0.39558703
1538.68,0.3985731
1538.69,0.4005643
1538.7,0.39939734
1538.71,0.40143123
1538.72,0.39683837
1538.73,0.3979216
1538.74,0.39670172
1538.75,0.3960816
1538.76,0.39761832
1538.77,0.39407656
1538.78,0.39504042
1538.79,0.39070633
1538.8,0.39387256
1538.81,0.39383796
1538.82,0.3916812
1538.83,0.39265844
1538.84,0.3920401
1538.85,0.391722
1538.86,0.39341718
1538.87,0.3936367
1538.88,0.38926145
1538.89,0.38901544
1538.9,0.3897497
1538.91,0.38699716
1538.92,0.39081272
1538.93,0.38821852
1538.94,0.3892593
1538.95,0.38935375
1538.96,0.386407
1538.97,0.38658485
1538.98,0.38706356
1538.99,0.38623872
1539.0,0.3807944
1539.01,0.38877764
1539.02,0.38282076
1539.03,0.3828301
1539.04,0.38168114
1539.05,0.37994045
1539.06,0.3813424
1539.07,0.38314912
1539.08,0.38216466
1539.09,0.38363585
1539.1,0.3831321
1539.11,0.38569593
1539.12,0.37908438
1539.13,0.37820715
1539.14,0.38178918
1539.15,0.38009575
1539.16,0.38081193
1539.17,0.38037232
1539.18,0.37980834
1539.19,0.3787635
1539.2,0.37784508
1539.21,0.3817162
1539.22,0.37899736
1539.23,0.37878293
1539.24,0.380794
1539.25,0.38030303
1539.26,0.3770703
1539.27,0.37946138
1539.28,0.38097864
1539.29,0.37942833
1539.3,0.37855878
1539.31,0.38019523
1539.32,0.38267562
1539.33,0.38043383
1539.34,0.3767941
1539.35,0.37807038
1539.36,0.37421396
1539.37,0.37435785
1539.38,0.37378213
1539.39,0.3734662
1539.4,0.3725116
1539.41,0.3738198
1539.42,0.37435517
1539.43,0.36983365
1539.44,0.37603253
1539.45,0.3764925
1539.46,0.37889525
1539.47,0.3797719
1539.48,0.3787968
1539.49,0.3765259
1539.5,0.37300643
1539.51,0.37774852
1539.52,0.37511694
1539.53,0.37912706
1539.54,0.37893647
1539.55,0.37620822
1539.56,0.37570912
1539.57,0.3743906
1539.58,0.37243602
1539.59,0.3737638
1539.6,0.37134454
1539.61,0.37254056
1539.62,0.3704332
1539.63,0.36987454
1539.64,0.3741676
1539.65,0.37583613
1539.66,0.3710825
1539.67,0.37347758
1539.68,0.37088773
1539.69,0.3742655
1539.7,0.373133
1539.71,0.3748166
1539.72,0.37408218
1539.73,0.37347043
1539.74,0.37064147
1539.75,0.36889258
1539.76,0.37048346
1539.77,0.36939016
1539.78,0.37068495
1539.79,0.37268323
1539.8,0.36893517
1539.81,0.3693485
1539.82,0.37265047
1539.83,0.37405828
1539.84,0.37207186
1539.85,0.37204647
1539.86,0.3737174
1539.87,0.37553796
1539.88,0.37689325
1539.89,0.37949744
1539.9,0.37708735
1539.91,0.37425515
1539.92,0.37199244
1539.93,0.37501854
1539.94,0.37845433
1539.95,0.37517598
1539.96,0.3804702
1539.97,0.37526852
1539.98,0.37057024
1539.99,0.37070373
1540.0,0.37594894
1540.01,0.37132356
1540.02,0.37496394
1540.03,0.37376738
1540.04,0.37311617
1540.05,0.37470812
1540.06,0.37896988
1540.07,0.37310547
1540.08,0.37181902
1540.09,0.37606242
1540.1,0.3738853
1540.11,0.37371245
1540.12,0.37024528
1540.13,0.3710932
1540.14,0.3686148
1540.15,0.37456417
1540.16,0.3726994
1540.17,0.3720922
1540.18,0.37591317
1540.19,0.37635767
1540.2,0.37560198
1540.21,0.3734523
1540.22,0.36927438
1540.23,0.3726697
1540.24,0.37293428
1540.25,0.3722369
1540.26,0.3729474
1540.27,0.37508553
1540.28,0.37330714
1540.29,0.37012565
1540.3,0.373706
1540.31,0.37169984
1540.32,0.3706879
1540.33,0.3717922
1540.34,0.37281576
1540.35,0.37355047
1540.36,0.37304753
1540.37,0.37397105
1540.38,0.37496495
1540.39,0.37819725
1540.4,0.37612164
1540.41,0.37458196
1540.42,0.3756038
1540.43,0.37767777
1540.44,0.37706465
1540.45,0.37674806
1540.46,0.3754992
1540.47,0.37641338
1540.48,0.38204306
1540.49,0.3788456
1540.5,0.3761876
1540.51,0.37896362
1540.52,0.38060898
1540.53,0.3848162
1540.54,0.38019353
1540.55,0.37909493
1540.56,0.37975475
1540.57,0.37891135
1540.58,0.3804365
1540.59,0.3781498
1540.6,0.37967938
1540.61,0.37505117
1540.62,0.37710842
1540.63,0.37975702
1540.64,0.37981644
1540.65,0.3819361
1540.66,0.37911674
1540.67,0.37978202
1540.68,0.3824522
1540.69,0.38008192
1540.7,0.37938496
1540.71,0.38394025
1540.72,0.38164836
1540.73,0.3869249
1540.74,0.38702732
1540.75,0.3839437
1540.76,0.38378948
1540.77,0.38226745
1540.78,0.38758305
1540.79,0.38841054
1540.8,0.3844494
1540.81,0.3869193
1540.82,0.3840559
1540.83,0.38389894
1540.84,0.3866991
1540.85,0.38538682
1540.86,0.38406318
1540.87,0.38362482
1540.88,0.38565883
1540.89,0.3841814
1540.9,0.3851536
1540.91,0.38813344
1540.92,0.3869816
1540.93,0.3854827
1540.94,0.3860686
1540.95,0.38992056
1540.96,0.39339575
1540.97,0.38865876
1540.98,0.38923785
1540.99,0.39259303
1541.0,0.39019942
1541.01,0.39122418
1541.02,0.39398587
1541.03,0.38834083
1541.04,0.3890111
1541.05,0.39063114
1541.06,0.3891163
1541.07,0.38688338
1541.08,0.38924024
1541.09,0.39212704
1541.1,0.39199564
1541.11,0.39269164
1541.12,0.39442635
1541.13,0.39619744
1541.14,0.39361843
1541.15,0.39599052
1541.16,0.39225167
1541.17,0.3955679
1541.18,0.39373082
1541.19,0.39539617
1541.2,0.3958574
1541.21,0.39712206
1541.22,0.3964888
1541.23,0.39869416
1541.24,0.3968031
1541.25,0.39767385
1541.26,0.3989395
1541.27,0.39711022
1541.28,0.39692605
1541.29,0.40082982
1541.3,0.3964964
1541.31,0.39450416
1541.32,0.39629272
1541.33,0.39761686
1541.34,0.39840293
1541.35,0.39958015
1541.36,0.39988562
1541.37,0.4002778
1541.38,0.3984148
1541.39,0.3985573
1541.4,0.4005147
1541.41,0.4035195
1541.42,0.40308446
1541.43,0.404833
1541.44,0.40387473
1541.45,0.4015587
1541.46,0.405514
1541.47,0.40896562
1541.48,0.40831813
1541.49,0.4075104
1541.5,0.40392056
1541.51,0.40537736
1541.52,0.40403017
1541.53,0.40533274
1541.54,0.4088442
1541.55,0.40766123
1541.56,0.4109815
1541.57,0.41261682
1541.58,0.415028
1541.59,0.41099128
1541.6,0.4124747
1541.61,0.41362205
1541.62,0.4112245
1541.63,0.41013834
1541.64,0.41091937
1541.65,0.41240948
1541.66,0.41677392
1541.67,0.41149914
1541.68,0.41263375
1541.69,0.41550803
1541.7,0.41600585
1541.71,0.4141267
1541.72,0.4176212
1541.73,0.41870126
1541.74,0.41745648
1541.75,0.41984507
1541.76,0.4205639
1541.77,0.41945195
1541.78,0.4178874
1541.79,0.418803
1541.8,0.41754064
1541.81,0.4197045
1541.82,0.42135298
1541.83,0.42123878
1541.84,0.41997832
1541.85,0.4215004
1541.86,0.419376
1541.87,0.42117825
1541.88,0.41978106
1541.89,0.41865128
1541.9,0.4239988
1541.91,0.42393088
1541.92,0.42123875
1541.93,0.4235326
1541.94,0.42361844
1541.95,0.42109457
1541.96,0.42371
1541.97,0.42633694
1541.98,0.42195246
1541.99,0.42603242
1542.0,0.42567775
1542.01,0.42700824
1542.02,0.42485
1542.03,0.4295069
1542.04,0.4272497
1542.05,0.42793944
1542.06,0.42928657
1542.07,0.43045753
1542.08,0.43193874
1542.09,0.4339146
1542.1,0.4319516
1542.11,0.43278107
1542.12,0.43410143
1542.13,0.43347597
1542.14,0.4320578
1542.15,0.43563098
1542.16,0.4375189
1542.17,0.43748495
1542.18,0.43482187
1542.19,0.43833962
1542.2,0.43545341
1542.21,0.43382886
1542.22,0.435399
1542.23,0.43612924
1542.24,0.4354608
1542.25,0.43643856
1542.26,0.43585548
1542.27,0.44025758
1542.28,0.43974826
1542.29,0.43720335
1542.3,0.4357041
1542.31,0.43718696
1542.32,0.4407317
1542.33,0.43863106
1542.34,0.44025922
1542.35,0.4376818
1542.36,0.43843737
1542.37,0.44158798
1542.38,0.4445831
1542.39,0.44492063
1542.4,0.45137164
1542.41,0.45144412
1542.42,0.44637707
1542.43,0.4482159
1542.44,0.44938996
1542.45,0.44881403
1542.46,0.45096096
1542.47,0.4527212
1542.48,0.4537577
1542.49,0.45372027
1542.5,0.45369074
1542.51,0.4517261
1542.52,0.4523712
1542.53,0.45702875
1542.54,0.45571145
1542.55,0.45287406
1542.56,0.45579052
1542.57,0.4538508
1542.58,0.45603967
1542.59,0.45732796
1542.6,0.45711535
1542.61,0.46266907
1542.62,0.45883822
1542.63,0.46015108
1542.64,0.45953903
1542.65,0.45934752
1542.66,0.4606395
1542.67,0.46382397
1542.68,0.45941478
1542.69,0.4612099
1542.7,0.45918268
1542.71,0.45900667
1542.72,0.4645977
1542.73,0.46951663
1542.74,0.46654627
1542.75,0.46781105
1542.76,0.46672398
1542.77,0.4696477
1542.78,0.46865532
1542.79,0.46966705
1542.8,0.46950358
1542.81,0.4718157
1542.82,0.4705422
1542.83,0.47001654
1542.84,0.47033283
1542.85,0.46709365
1542.86,0.46724552
1542.87,0.47028953
1542.88,0.47346184
1542.89,0.47299087
1542.9,0.47453514
1542.91,0.47364593
1542.92,0.47464406
1542.93,0.47383913
1542.94,0.47558564
1542.95,0.4756503
1542.96,0.47553903
1542.97,0.47855368
1542.98,0.47826904
1542.99,0.4765873
1543.0,0.48056594
1543.01,0.47874916
1543.02,0.4798029
1543.03,0.4830881
1543.04,0.48306218
1543.05,0.4823078
1543.06,0.48199117
1543.07,0.48512903
1543.08,0.48090896
1543.09,0.48454
1543.1,0.48451847
1543.11,0.48393422
1543.12,0.4853519
1543.13,0.4869566
1543.14,0.49165943
1543.15,0.49494195
1543.16,0.4940863
1543.17,0.4903096
1543.18,0.4901161
1543.19,0.48587975
1543.2,0.48995128
1543.21,0.49240416
1543.22,0.4941628
1543.23,0.49084514
1543.24,0.49212214
1543.25,0.4926416
1543.26,0.49192688
1543.27,0.49545577
1543.28,0.49483094
1543.29,0.49724966
1543.3,0.49799526
1543.31,0.50117785
1543.32,0.5020461
1543.33,0.500419
1543.34,0.5009421
1543.35,0.501907
1543.36,0.5034248
1543.37,0.504648
1543.38,0.50673205
1543.39,0.5042154
1543.4,0.504183
1543.41,0.5055445
1543.42,0.5055098
1543.43,0.50331426
1543.44,0.5051618
1543.45,0.50645566
1543.46,0.5092052
1543.47,0.51166713
1543.48,0.5144674
1543.49,0.5147487
1543.5,0.51108736
1543.51,0.51021713
1543.52,0.50784093
1543.53,0.51272976
1543.54,0.50961286
1543.55,0.51195794
1543.56,0.51599723
1543.57,0.5123524
1543.58,0.5140266
1543.59,0.51643366
1543.6,0.5147806
1543.61,0.5119404
1543.62,0.5144964
1543.63,0.5145328
1543.64,0.5167538
1543.65,0.5197792
1543.66,0.52077025
1543.67,0.5175931
1543.68,0.5199112
1543.69,0.5207042
1543.7,0.522504
1543.71,0.5214053
1543.72,0.52475
1543.73,0.5242325
1543.74,0.52324134
1543.75,0.52422893
1543.76,0.52603984
1543.77,0.52813077
1543.78,0.5248706
1543.79,0.52667993
1543.8,0.52899134
1543.81,0.52589303
1543.82,0.526381
1543.83,0.53233266
1543.84,0.5331961
1543.85,0.53394544
1543.86,0.53795046
1543.87,0.5356646
1543.88,0.53127986
1543.89,0.533842
1543.9,0.53530395
1543.91,0.5377993
1543.92,0.5369098
1543.93,0.5391982
1543.94,0.5371204
1543.95,0.5387589
1543.96,0.53798133
1543.97,0.5331125
1543.98,0.53808844
1543.99,0.53945667
1544.0,0.5423016
1544.01,0.5393193
1544.02,0.53796834
1544.03,0.53985435
1544.04,0.5437761
1544.05,0.5453313
1544.06,0.5450544
1544.07,0.54192644
1544.08,0.5428848
1544.09,0.5413376
1544.1,0.542568
1544.11,0.5472245
1544.12,0.5502822
1544.13,0.548316
1544.14,0.55181134
1544.15,0.5499712
1544.16,0.55096745
1544.17,0.55516505
1544.18,0.5518852
1544.19,0.5490925
1544.2,0.5521025
1544.21,0.5506352
1544.22,0.55055803
1544.23,0.5527509
1544.24,0.5529256
1544.25,0.55674994
1544.26,0.5511251
1544.27,0.5537542
1544.28,0.5570242
1544.29,0.56069356
1544.3,0.5598958
1544.31,0.5618966
1544.32,0.5594999
1544.33,0.562677
1544.34,0.5642135
1544.35,0.56345946
1544.36,0.56363374
1544.37,0.5644654
1544.38,0.5686453
1544.39,0.56347173
1544.4,0.56694037
1544.41,0.5688114
1544.42,0.5628368
1544.43,0.568138
1544.44,0.5655068
1544.45,0.56989765
1544.46,0.57092404
1544.47,0.56981266
1544.48,0.56858546
1544.49,0.57246524
1544.5,0.57540673
1544.51,0.573426
1544.52,0.57557184
1544.53,0.57747376
1544.54,0.58048177
1544.55,0.5830615
1544.56,0.57583046
1544.57,0.5767455
1544.58,0.5779055
1544.59,0.57536036
1544.6,0.57692546
1544.61,0.57870543
1544.62,0.5793914
1544.63,0.57396466
1544.64,0.57751155
1544.65,0.58107907
1544.66,0.5795402
1544.67,0.58228284
1544.68,0.58483744
1544.69,0.58373034
1544.7,0.58158463
1544.71,0.5813675
1544.72,0.5836084
1544.73,0.584318
1544.74,0.5844829
1544.75,0.58197993
1544.76,0.5832736
1544.77,0.5834136
1544.78,0.5892313
1544.79,0.5903584
1544.8,0.59286094
1544.81,0.59120214
1544.82,0.5913821
1544.83,0.5894976
1544.84,0.5931195
1544.85,0.5931137
1544.86,0.5914778
1544.87,0.5944197
1544.88,0.594701
1544.89,0.59767926
1544.9,0.59674317
1544.91,0.59484744
1544.92,0.59611607
1544.93,0.5950393
1544.94,0.59944874
1544.95,0.59813625
1544.96,0.5982052
1544.97,0.5966806
1544.98,0.59574896
1544.99,0.6028942
1545.0,0.6055621
1545.01,0.60466284
1545.02,0.60439306
1545.03,0.6018769
1545.04,0.6050638
1545.05,0.60855293
1545.06,0.60741395
1545.07,0.6059973
1545.08,0.6053484
1545.09,0.6017503
1545.1,0.6030563
1545.11,0.60226375
1545.12,0.60581046
1545.13,0.6068699
1545.14,0.60665405
1545.15,0.60988504
1545.16,0.6074322
1545.17,0.6080445
1545.18,0.60867447
1545.19,0.60861313
1545.2,0.6100458
1545.21,0.61221665
1545.22,0.6164115
1545.23,0.61418504
1545.24,0.6129119
1545.25,0.61584485
1545.26,0.61625427
1545.27,0.6170711
1545.28,0.61782527
1545.29,0.6155541
1545.3,0.6160073
1545.31,0.6176445
1545.32,0.62231797
1545.33,0.6180877
1545.34,0.61769813
1545.35,0.61858916
1545.36,0.6185619
1545.37,0.61553025
1545.38,0.6160743
1545.39,0.62097883
1545.4,0.6202246
1545.41,0.6224331
1545.42,0.62276673
1545.43,0.623251
1545.44,0.6266082
